r,BATTERY|PVB,COAL|BIO,COMBINED_CYCLE,COMBUSTION_TURBINE|CONSUME|LFILL|OGS,NUCLEAR,TES|CSP
p54019,0.0008,0.0129,0.0032,0.0034,0,0
p54021,0.0015,0.0162,0.0062,0.0057,0,0
p54023,0.0096,0.0476,0.0288,0.0244,0,0
p54025,0.001,0.0054,-0.0047,-0.0049,0,0
p54027,0.0114,0.0526,0.0332,0.0282,0,0
p54029,0.006,0.035,0.02,0.016,0,0
p54031,0.0103,0.0485,0.0297,0.0252,0,0
p54033,0.0037,0.0272,0.0141,0.0121,0,0
p54035,0.0008,0.0179,0.0081,0.0078,0,0
p54037,0.0118,0.049,0.0314,0.0262,0,0
p54039,0,0.0192,0.0093,0.0093,0,0
p54041,0.0023,0.0197,0.0084,0.0074,0,0
p54043,0.0004,0.0168,0.0073,0.0075,0,0
p54045,0.001,0.014,0.0048,0.005,0,0
p54047,0.0015,0.0062,-0.0024,-0.0016,0,0
p54049,0.0045,0.0305,0.0165,0.0142,0,0
p54051,0.0048,0.0328,0.0188,0.0158,0,0
p54053,0.001,0.0169,0.0073,0.0073,0,0
p54055,0.001,0.0034,-0.0054,-0.0053,0,0
p54057,0.0111,0.0534,0.0331,0.0285,0,0
p54059,0.0018,0.0104,0.0018,0.0024,0,0
p54061,0.0066,0.0386,0.0224,0.0194,0,0
p54063,0.0009,-0.002,-0.0117,-0.0118,0,0
p54065,0.012,0.056,0.0355,0.0305,0,0
p54067,0.0008,0.0128,0.0032,0.0031,0,0
p54069,0.005,0.03,0.016,0.013,0,0
p54071,0.0079,0.0365,0.0201,0.0173,0,0
p54073,0.003,0.0193,0.0083,0.0073,0,0
p54075,0.0022,0.0129,0.0017,0.0008,0,0
p54077,0.0094,0.0487,0.0295,0.0255,0,0
p54079,0,0.0183,0.0083,0.0083,0,0
p54081,0.0009,0.0109,0.0015,0.0016,0,0
p54083,0.0041,0.0239,0.0109,0.0093,0,0
p54085,0.0024,0.0184,0.008,0.007,0,0
p54087,0.0005,0.0175,0.0077,0.0077,0,0
p54089,0.001,0.0035,-0.006,-0.0058,0,0
p54091,0.0058,0.0345,0.0195,0.0168,0,0
p54093,0.0086,0.0437,0.0257,0.0219,0,0
p54095,0.0035,0.0223,0.0105,0.009,0,0
p54097,0.0026,0.0199,0.0083,0.0071,0,0
p54099,0.0016,0.0128,0.0039,0.0043,0,0
p54101,0.0015,0.0151,0.0044,0.0038,0,0
p54103,0.004,0.0297,0.0163,0.014,0,0
p54105,0.0018,0.018,0.008,0.007,0,0
p54107,0.0023,0.0177,0.0077,0.007,0,0
p54109,0.001,0.0101,0.001,0.0014,0,0
p55001,0.0067,0.0953,0.0633,0.0559,0,0
p55003,0.007,0.0957,0.0657,0.058,0,0
p55005,0.0086,0.1042,0.0748,0.0662,0,0
p55007,0.0069,0.0938,0.0641,0.0567,0,0
p55009,-0.0095,0.0902,0.07,0.06,0,0
p55011,0.0083,0.0903,0.0619,0.0547,0,0
p55013,0.0087,0.1049,0.0754,0.0668,0,0
p55015,-0.0051,0.0941,0.0703,0.0606,0,0
p55017,0.0082,0.0971,0.0675,0.0597,0,0
p55019,0.0066,0.0908,0.0613,0.0539,0,0
p55021,0.0118,0.1076,0.0695,0.0619,0,0
p55023,0.0098,0.0613,0.0329,0.0291,0,0
p55025,0.018,0.1145,0.0704,0.0635,0,0
p55027,0.0128,0.1195,0.0782,0.0695,0,0
p55029,-0.0033,0.0918,0.0675,0.0585,0,0
p55031,0.0076,0.0966,0.067,0.0595,0,0
p55033,0.009,0.1035,0.0742,0.0657,0,0
p55035,0.0081,0.0935,0.0638,0.0565,0,0
p55037,0.0017,0.094,0.0666,0.058,0,0
p55039,0.0038,0.1047,0.0727,0.0637,0,0
p55041,0.0011,0.0941,0.0669,0.0583,0,0
p55043,0.0114,0.064,0.0334,0.03,0,0
p55045,0.0205,0.1124,0.0665,0.0603,0,0
p55047,0.0056,0.1033,0.0704,0.0619,0,0
p55049,0.0149,0.0893,0.0523,0.0471,0,0
p55051,0.0065,0.0953,0.0654,0.0579,0,0
p55053,0.0083,0.0871,0.0572,0.0506,0,0
p55055,0.0219,0.1422,0.0895,0.0804,0,0
p55057,0.0078,0.0881,0.0566,0.0501,0,0
p55059,0.045,0.2325,0.1453,0.132,0,0
p55061,-0.0079,0.0909,0.0696,0.0598,0,0
p55063,0.0092,0.0782,0.0487,0.043,0,0
p55065,0.0157,0.0857,0.0478,0.0437,0,0
p55067,-0.0002,0.0938,0.0674,0.0588,0,0
p55069,0.0034,0.0947,0.0661,0.0578,0,0
p55071,-0.0051,0.0934,0.0696,0.0602,0,0
p55073,0.0025,0.0943,0.066,0.0578,0,0
p55075,-0.0028,0.0926,0.0679,0.0588,0,0
p55077,0.0066,0.1006,0.0675,0.0596,0,0
p55078,-0.0041,0.0926,0.0686,0.0593,0,0
p55079,0.0275,0.1667,0.1055,0.0952,0,0
p55081,0.0088,0.0825,0.0519,0.0459,0,0
p55083,-0.006,0.0918,0.069,0.0596,0,0
p55085,0.0036,0.0949,0.0663,0.058,0,0
p55087,-0.0077,0.0916,0.0699,0.06,0,0
p55089,0.0145,0.1265,0.0828,0.0738,0,0
p55091,0.009,0.101,0.072,0.0637,0,0
p55093,0.0095,0.1106,0.081,0.0721,0,0
p55095,0.0091,0.1105,0.0808,0.0719,0,0
p55097,0.0019,0.0951,0.0669,0.0584,0,0
p55099,0.006,0.0954,0.0659,0.058,0,0
p55101,0.0366,0.2015,0.1265,0.1145,0,0
p55103,0.011,0.0797,0.0469,0.0418,0,0
p55105,0.0265,0.1451,0.0887,0.0806,0,0
p55107,0.0077,0.098,0.0683,0.0603,0,0
p55109,0.0096,0.1133,0.0836,0.0743,0,0
p55111,0.0128,0.0951,0.0586,0.0526,0,0
p55113,0.0074,0.0972,0.0675,0.0597,0,0
p55115,-0.0052,0.0925,0.069,0.0595,0,0
p55117,0.0039,0.1048,0.0726,0.0637,0,0
p55119,0.0063,0.0949,0.0652,0.0575,0,0
p55121,0.0083,0.086,0.0571,0.0505,0,0
p55123,0.0097,0.0729,0.0431,0.0382,0,0
p55125,0.0049,0.095,0.0655,0.0576,0,0
p55127,0.0338,0.1863,0.1162,0.1051,0,0
p55129,0.0081,0.1003,0.0708,0.0627,0,0
p55131,0.0138,0.125,0.0818,0.0732,0,0
p55133,0.0244,0.1559,0.0988,0.089,0,0
p55135,-0.0033,0.0938,0.0687,0.0597,0,0
p55137,0.0024,0.0973,0.068,0.0593,0,0
p55139,-0.0021,0.0965,0.07,0.0607,0,0
p55141,0.0052,0.0926,0.0629,0.0552,0,0
p56001,-0.009,-0.0098,-0.011,-0.011,0,0
p56003,-0.0032,-0.0003,-0.006,-0.007,0,0
p56005,-0.0123,-0.0055,-0.0085,-0.0085,0,0
p56007,-0.0051,-0.0074,-0.0104,-0.0104,0,0
p56009,-0.0106,-0.0077,-0.0099,-0.0099,0,0
p56011,-0.0159,-0.0054,-0.0077,-0.0077,0,0
p56013,0.0012,-0.0014,-0.0075,-0.0078,0,0
p56015,-0.0105,-0.0095,-0.011,-0.011,0,0
p56017,-0.0007,-0.0005,-0.0065,-0.007,0,0
p56019,-0.0083,-0.004,-0.008,-0.0081,0,0
p56021,-0.01,-0.01,-0.0102,-0.0102,0,0
p56023,0.0189,0.0068,-0.0038,-0.0044,0,0
p56025,-0.0063,-0.0057,-0.0093,-0.0093,0,0
p56027,-0.0137,-0.0086,-0.0101,-0.0101,0,0
p56029,0.0012,0.0014,-0.0058,-0.0066,0,0
p56031,-0.01,-0.0095,-0.0107,-0.0107,0,0
p56033,-0.0071,-0.0012,-0.0062,-0.0067,0,0
p56035,0.0101,0.0035,-0.0052,-0.0057,0,0
p56037,0.0087,0.001,-0.0067,-0.007,0,0
p56039,0.0065,0.004,-0.0046,-0.0054,0,0
p56041,0.024,0.004,-0.0065,-0.0068,0,0
p56043,-0.0037,-0.0014,-0.0068,-0.0072,0,0
p56045,-0.0161,-0.0076,-0.0093,-0.0093,0,0
