r,BATTERY|PVB,COAL|BIO,COMBINED_CYCLE,COMBUSTION_TURBINE|CONSUME|LFILL|OGS,NUCLEAR,TES|CSP
p29173,0.0375,0.0949,0.0528,0.0501,0,0
p29175,0.0248,0.0738,0.0416,0.0378,0,0
p29177,0.0106,0.0627,0.0428,0.0342,0,0
p29179,0.0454,0.0731,0.039,0.0402,0,0
p29181,0.0372,0.0392,0.0173,0.0202,0,0
p29183,0.065,0.1322,0.0754,0.0752,0,0
p29185,0.0143,0.0472,0.0279,0.0231,0,0
p29186,0.0595,0.1127,0.0634,0.0637,0,0
p29187,0.0563,0.1044,0.0583,0.0588,0,0
p29189,0.0683,0.1371,0.0783,0.0783,0,0
p29195,0.0168,0.0618,0.0376,0.0321,0,0
p29197,0.0173,0.063,0.0328,0.0295,0,0
p29199,0.0194,0.0675,0.0353,0.0323,0,0
p29201,0.04,0.0484,0.0235,0.0259,0,0
p29203,0.0393,0.0572,0.029,0.0304,0,0
p29205,0.0263,0.0774,0.042,0.0389,0,0
p29207,0.0398,0.0478,0.0231,0.0253,0,0
p29209,0.021,0.0191,0.0049,0.006,0,0
p29211,0.0156,0.0612,0.0339,0.0292,0,0
p29213,0.0238,0.0189,0.0043,0.0065,0,0
p29215,0.0343,0.0526,0.0263,0.0271,0,0
p29217,0.0121,0.0401,0.0228,0.0183,0,0
p29219,0.0571,0.1189,0.0675,0.0666,0,0
p29221,0.0568,0.1091,0.0614,0.0616,0,0
p29223,0.0439,0.0646,0.0336,0.035,0,0
p29225,0.0248,0.0381,0.0179,0.0178,0,0
p29227,0.0092,0.0402,0.0195,0.0153,0,0
p29229,0.0284,0.0428,0.0203,0.0208,0,0
p29510,0.0683,0.1371,0.0783,0.0783,0,0
p30001,0.0138,0.0247,0.01,0.0083,0,0
p30003,-0.0052,0.0001,-0.0059,-0.0064,0,0
p30005,-0.0037,-0.0021,-0.0076,-0.0084,0,0
p30007,-0.0031,-0.0052,-0.0098,-0.0105,0,0
p30009,-0.0018,-0.0004,-0.0068,-0.0075,0,0
p30011,-0.0134,0.0014,-0.0037,-0.0039,0,0
p30013,-0.0092,-0.0181,-0.0187,-0.0187,0,0
p30015,-0.0076,-0.0142,-0.0158,-0.0162,0,0
p30017,-0.0091,0.0033,-0.0034,-0.0036,0,0
p30019,-0.0059,0.0114,0.0017,0.0009,0,0
p30021,-0.0086,0.0119,0.0025,0.002,0,0
p30023,0.0092,0.0191,0.0068,0.0049,0,0
p30025,-0.0113,0.0091,0.0011,0.0007,0,0
p30027,-0.006,-0.0092,-0.0127,-0.0133,0,0
p30029,0.0141,0.0348,0.0181,0.0142,0,0
p30031,0,-0.0011,-0.0076,-0.0085,0,0
p30033,-0.0055,0.0017,-0.005,-0.0056,0,0
p30035,0.0061,0.017,0.0059,0.0037,0,0
p30037,-0.0045,-0.0058,-0.0104,-0.0111,0,0
p30039,0.0098,0.0214,0.0085,0.0062,0,0
p30041,-0.0039,-0.0045,-0.009,-0.0098,0,0
p30043,0.0024,0.0051,-0.0027,-0.0038,0,0
p30045,-0.0076,-0.0142,-0.0161,-0.0163,0,0
p30047,0.0138,0.0333,0.017,0.0132,0,0
p30049,-0.0035,-0.0056,-0.01,-0.0108,0,0
p30051,-0.0044,-0.0064,-0.0105,-0.0112,0,0
p30053,0.0256,0.0612,0.0361,0.0295,0,0
p30055,-0.0065,0.0072,-0.0011,-0.0017,0,0
p30057,0.0069,0.0112,0.0008,-0.0004,0,0
p30059,-0.0063,-0.0118,-0.0143,-0.0149,0,0
p30061,0.0225,0.0519,0.0294,0.024,0,0
p30063,0.0122,0.028,0.0132,0.0101,0,0
p30065,-0.0047,-0.0031,-0.0085,-0.0091,0,0
p30067,-0.0008,-0.002,-0.0082,-0.009,0,0
p30069,-0.005,-0.0037,-0.009,-0.0095,0,0
p30071,-0.0047,-0.0012,-0.0073,-0.008,0,0
p30073,-0.0031,-0.0039,-0.0088,-0.0097,0,0
p30075,-0.0109,-0.0013,-0.0061,-0.0062,0,0
p30077,0.0028,0.0075,-0.0008,-0.0023,0,0
p30079,-0.0083,0.0071,-0.001,-0.0014,0,0
p30081,0.0168,0.0353,0.0179,0.0149,0,0
p30083,-0.0084,0.0164,0.0057,0.005,0,0
p30085,-0.007,0.014,0.0037,0.0029,0,0
p30087,-0.0065,0.0015,-0.0049,-0.0053,0,0
p30089,0.0237,0.0557,0.0319,0.0257,0,0
p30091,-0.0076,0.0187,0.0073,0.0062,0,0
p30093,0.008,0.0162,0.0049,0.0032,0,0
p30095,-0.0023,-0.0023,-0.0082,-0.0089,0,0
p30097,-0.0027,-0.0041,-0.0094,-0.0101,0,0
p30099,-0.0056,-0.0098,-0.0129,-0.0135,0,0
p30101,-0.0021,-0.0013,-0.007,-0.0079,0,0
p30103,-0.0055,0.0006,-0.0055,-0.0062,0,0
p30105,-0.005,0.0043,-0.0034,-0.004,0,0
p30107,-0.0054,-0.0089,-0.0127,-0.0131,0,0
p30109,-0.0102,0.0143,0.0042,0.0039,0,0
p30111,-0.004,-0.0012,-0.0072,-0.0077,0,0
p31001,-0.0018,-0.0019,-0.01,-0.0116,0,0
p31003,-0.0012,0.0101,-0.0016,-0.0032,0,0
p31005,-0.0096,-0.006,-0.0097,-0.0097,0,0
p31007,-0.0093,-0.0098,-0.011,-0.011,0,0
p31009,-0.0065,-0.0002,-0.0071,-0.008,0,0
p31011,-0.0007,0.0071,-0.0043,-0.0057,0,0
p31013,-0.0112,-0.007,-0.0091,-0.0094,0,0
p31015,-0.0039,0.0144,0.0033,0.0018,0,0
p31017,-0.007,0.0054,-0.0024,-0.0036,0,0
p31019,-0.0031,-0.0035,-0.011,-0.012,0,0
p31021,0.0012,-0.0009,-0.0126,-0.0132,0,0
p31023,0.001,-0.0004,-0.0116,-0.0126,0,0
p31025,0.0008,-0.0063,-0.0169,-0.0171,0,0
p31027,0.0003,0.0144,0.0007,-0.0011,0,0
p31029,-0.0083,-0.0078,-0.0111,-0.0118,0,0
p31031,-0.0103,0.0025,-0.0031,-0.004,0,0
p31033,-0.009,-0.0088,-0.0108,-0.011,0,0
p31035,-0.001,-0.0009,-0.0099,-0.0113,0,0
p31037,0.0008,0.0005,-0.0108,-0.0117,0,0
p31039,0.0009,0.0018,-0.01,-0.0109,0,0
p31041,-0.0051,0.0001,-0.0081,-0.0089,0,0
p31043,0.001,0.0093,-0.0037,-0.0052,0,0
p31045,-0.0137,-0.0072,-0.0093,-0.0093,0,0
p31047,-0.0047,-0.0048,-0.0107,-0.0117,0,0
p31049,-0.0099,-0.0086,-0.011,-0.011,0,0
p31051,0.001,0.0118,-0.0016,-0.0031,0,0
p31053,0.0008,-0.0031,-0.0145,-0.0147,0,0
p31055,0,-0.009,-0.019,-0.0193,0,0
p31057,-0.0065,-0.0081,-0.0119,-0.0126,0,0
p31059,0.0003,0.0032,-0.0076,-0.0092,0,0
p31061,-0.0022,-0.0027,-0.01,-0.0117,0,0
p31063,-0.0057,-0.0053,-0.0107,-0.0117,0,0
p31065,-0.0041,-0.0055,-0.0113,-0.0125,0,0
p31067,0.0039,0.0121,-0.0015,-0.0035,0,0
p31069,-0.0098,-0.0067,-0.0095,-0.0099,0,0
p31071,-0.0042,0.001,-0.008,-0.0089,0,0
p31073,-0.0042,-0.0053,-0.011,-0.012,0,0
p31075,-0.01,-0.0032,-0.0075,-0.0078,0,0
p31077,-0.0015,0.0058,-0.0043,-0.0061,0,0
p31079,-0.0018,-0.0011,-0.0097,-0.0111,0,0
p31081,-0.0005,0.0008,-0.009,-0.0102,0,0
p31083,-0.0031,-0.0037,-0.011,-0.012,0,0
p31085,-0.0072,-0.0059,-0.0103,-0.0111,0,0
p31087,-0.0062,-0.0064,-0.011,-0.0116,0,0
p31089,-0.0031,0.0114,0.0005,-0.0012,0,0
p31091,-0.0092,-0.0031,-0.008,-0.0087,0,0
p31093,-0.0011,0.0057,-0.0047,-0.0063,0,0
p31095,0.0038,0.0127,-0.0007,-0.0027,0,0
p31097,0.0032,0.0087,-0.0047,-0.0062,0,0
p31099,-0.0026,-0.0028,-0.0102,-0.012,0,0
p31101,-0.009,-0.0069,-0.0103,-0.0109,0,0
p31103,-0.0069,0.0109,0.002,0.0005,0,0
p31105,-0.0091,-0.0101,-0.0112,-0.0112,0,0
p31107,-0.001,0.0145,0.0019,-0.0001,0,0
p31109,0.0019,0.0005,-0.0113,-0.0122,0,0
p31111,-0.0072,-0.0041,-0.0092,-0.01,0,0
p31113,-0.0071,-0.0013,-0.008,-0.0089,0,0
p31115,-0.0053,0.0007,-0.0072,-0.0082,0,0
p31117,-0.0083,-0.0033,-0.0083,-0.0091,0,0
p31119,0,0.0073,-0.0051,-0.0064,0,0
p31121,-0.0003,0.0043,-0.0064,-0.0078,0,0
p31123,-0.0097,-0.0078,-0.01,-0.0101,0,0
p31125,-0.0004,0.0058,-0.0056,-0.007,0,0
p31127,0.0035,0.011,-0.0027,-0.0042,0,0
p31129,-0.001,0.0001,-0.0089,-0.0106,0,0
p31131,0.0018,0.0015,-0.0108,-0.0116,0,0
p31133,0.0046,0.0168,0.0026,-0.0002,0,0
p31135,-0.0086,-0.0073,-0.0107,-0.0112,0,0
p31137,-0.0033,-0.004,-0.011,-0.012,0,0
p31139,0,0.0113,-0.0017,-0.0035,0,0
p31141,0.0005,0.0043,-0.0073,-0.0086,0,0
p31143,0.001,0.0039,-0.0079,-0.0089,0,0
p31145,-0.0053,-0.0067,-0.0118,-0.0128,0,0
p31147,0.0055,0.0231,0.0078,0.0045,0,0
p31149,-0.0059,0.0052,-0.0033,-0.0045,0,0
p31151,0.0027,0.0075,-0.0051,-0.0067,0,0
p31153,0,-0.009,-0.0192,-0.0195,0,0
p31155,0.0009,-0.0049,-0.0158,-0.016,0,0
p31157,-0.01,-0.0091,-0.0109,-0.0109,0,0
p31159,0.0012,0.0009,-0.0103,-0.0117,0,0
p31161,-0.0124,-0.0038,-0.0071,-0.0074,0,0
p31163,-0.0024,0.0038,-0.0057,-0.0073,0,0
p31165,-0.0122,-0.0089,-0.0103,-0.0103,0,0
p31167,0.001,0.0047,-0.0075,-0.0085,0,0
p31169,0.0009,0.0036,-0.007,-0.0088,0,0
p31171,-0.0079,-0.0015,-0.0078,-0.0081,0,0
p31173,0.001,0.0048,-0.0075,-0.0087,0,0
p31175,-0.0033,0.0023,-0.007,-0.0082,0,0
p31177,0.0004,-0.007,-0.0177,-0.0177,0,0
p31179,0.0009,0.0081,-0.0047,-0.006,0,0
p31181,-0.0016,-0.0013,-0.0097,-0.011,0,0
p31183,-0.0018,0.0091,-0.0018,-0.0035,0,0
p31185,0.0009,0.0044,-0.0071,-0.0085,0,0
p32001,0.0713,0.2429,0.1586,0.1446,0,0
p32003,0.0684,0.1722,0.1111,0.1011,0,0
p32005,0.0775,0.2834,0.1848,0.1684,0,0
p32007,0.0414,0.0948,0.0559,0.051,0,0
p32009,0.0728,0.2395,0.1557,0.1425,0,0
p32011,0.0587,0.1707,0.109,0.0995,0,0
p32013,0.053,0.1592,0.1017,0.0934,0,0
p32015,0.0627,0.195,0.1257,0.1148,0,0
p32017,0.0631,0.1705,0.1086,0.0989,0,0
p32019,0.0761,0.2727,0.1781,0.1625,0,0
p32021,0.0745,0.2584,0.1685,0.154,0,0
p32023,0.0685,0.2063,0.1336,0.1219,0,0
p32027,0.0652,0.2148,0.1398,0.1279,0,0
p32029,0.0764,0.2744,0.1796,0.1634,0,0
p32031,0.0689,0.2357,0.1546,0.1413,0,0
p32033,0.0537,0.1384,0.0859,0.0782,0,0
p32510,0.0775,0.2835,0.1853,0.1685,0,0
p33001,0.0358,0.0984,0.0572,0.0483,0,0
p33003,0.0325,0.091,0.0519,0.0452,0,0
p33005,0.0441,0.1401,0.087,0.0746,0,0
p33007,0.0443,0.1069,0.0609,0.0547,0,0
p33009,0.0446,0.1094,0.0631,0.0555,0,0
p33011,0.0361,0.0974,0.0569,0.0458,0,0
p33013,0.0353,0.0903,0.0516,0.0416,0,0
p33015,0.0367,0.1041,0.0623,0.0511,0,0
p33017,0.034,0.0964,0.0566,0.0474,0,0
p33019,0.0433,0.1201,0.0718,0.0616,0,0
p34001,0.0415,0.2327,0.1609,0.1459,0,0
p34003,0.0858,0.4292,0.2864,0.2622,0,0
p34005,0.0558,0.2766,0.1927,0.1744,0,0
p34007,0.0543,0.2653,0.1873,0.1688,0,0
p34009,0.0268,0.1898,0.1314,0.1194,0,0
p34011,0.0253,0.1914,0.1338,0.1215,0,0
p34013,0.0695,0.3465,0.2375,0.216,0,0
p34015,0.051,0.2554,0.1804,0.1629,0,0
p34017,0.069,0.345,0.237,0.215,0,0
p34019,0.0627,0.3139,0.2128,0.1929,0,0
p34021,0.0636,0.3162,0.2164,0.1962,0,0
p34023,0.0768,0.3837,0.2582,0.2357,0,0
p34025,0.0774,0.3875,0.2597,0.2372,0,0
p34027,0.0721,0.3609,0.2437,0.2218,0,0
p34029,0.0595,0.3037,0.2067,0.1878,0,0
p34031,0.0758,0.3785,0.254,0.2318,0,0
p34033,0.0348,0.2104,0.1474,0.1334,0,0
p34035,0.0712,0.3558,0.2404,0.2188,0,0
p34037,0.0612,0.3084,0.2061,0.1863,0,0
p34039,0.0767,0.3823,0.2583,0.236,0,0
p34041,0.0579,0.2923,0.1963,0.1773,0,0
p35001,0.0298,0.0399,0.01,0.01,0,0
p35003,0.0225,0.0491,0.0202,0.0188,0,0
p35005,0.0149,0.018,-0.0003,-0.0002,0,0
p35006,0.0262,0.0428,0.0141,0.0135,0,0
p35007,0.0096,0.0097,-0.0048,-0.0048,0,0
p35009,0.0092,0.0068,-0.0064,-0.0064,0,0
p35011,0.0175,0.0211,0.0009,0.0008,0,0
p35013,0.0182,0.035,0.0113,0.0103,0,0
p35015,0.0118,0.0116,-0.0036,-0.0033,0,0
p35017,0.0201,0.0535,0.0244,0.0225,0,0
p35019,0.0213,0.0285,0.0049,0.0047,0,0
p35021,0.0103,0.0115,-0.0037,-0.004,0,0
p35023,0.0199,0.0618,0.0308,0.0283,0,0
p35025,0.0078,-0.0015,-0.0118,-0.0108,0,0
p35027,0.0218,0.0307,0.0064,0.0062,0,0
p35028,0.0265,0.0355,0.0085,0.008,0,0
p35029,0.0192,0.0464,0.0198,0.0181,0,0
p35031,0.0252,0.0445,0.0162,0.0152,0,0
p35033,0.0177,0.0225,0.0018,0.0018,0,0
p35035,0.0168,0.0253,0.0044,0.0042,0,0
p35037,0.0106,0.0116,-0.0037,-0.004,0,0
p35039,0.0203,0.0283,0.0056,0.0053,0,0
p35041,0.0094,0.0071,-0.0063,-0.0062,0,0
p35043,0.0274,0.0371,0.0092,0.009,0,0
p35045,0.0217,0.0399,0.0148,0.0136,0,0
p35047,0.0202,0.0263,0.0038,0.0036,0,0
p35049,0.0273,0.0367,0.0087,0.0087,0,0
p35051,0.0213,0.0386,0.0128,0.0119,0,0
p35053,0.0254,0.0372,0.0099,0.0095,0,0
p35055,0.016,0.0206,0.0012,0.001,0,0
p35057,0.0272,0.0368,0.0088,0.0087,0,0
p35059,0.005,0.0034,-0.0078,-0.0082,0,0
p35061,0.0291,0.0392,0.01,0.01,0,0
p36001,0.0489,0.1885,0.1201,0.1055,0,0
p36003,0.0296,0.1404,0.0915,0.08,0,0
p36005,0.096,0.478,0.316,0.29,0,0
p36007,0.0286,0.1379,0.0882,0.0757,0,0
p36009,0.0235,0.1121,0.0741,0.0637,0,0
p36011,0.0236,0.0952,0.06,0.0495,0,0
p36013,0.0204,0.0968,0.0646,0.0553,0,0
p36015,0.0286,0.142,0.092,0.0794,0,0
p36017,0.0302,0.1292,0.0824,0.0704,0,0
p36019,0.0724,0.094,0.045,0.0433,0,0
p36021,0.0523,0.2275,0.1485,0.1306,0,0
p36023,0.0259,0.1084,0.0688,0.0577,0,0
p36025,0.0394,0.1809,0.117,0.1026,0,0
p36027,0.0597,0.2741,0.1806,0.161,0,0
p36029,0.0285,0.1334,0.088,0.0765,0,0
p36031,0.0664,0.0982,0.0497,0.0464,0,0
p36033,0.0616,0.0991,0.0517,0.0476,0,0
p36035,0.045,0.1523,0.0951,0.0833,0,0
p36037,0.0337,0.1407,0.0908,0.0793,0,0
p36039,0.0498,0.2191,0.1425,0.1258,0,0
p36041,0.0484,0.1233,0.0735,0.0646,0,0
p36043,0.0408,0.1344,0.0834,0.0724,0,0
p36045,0.0378,0.1253,0.0778,0.0672,0,0
p36047,0.1067,0.5333,0.3497,0.322,0,0
p36049,0.0378,0.1239,0.0768,0.0663,0,0
p36051,0.0314,0.1364,0.0879,0.0762,0,0
p36053,0.0249,0.0995,0.0627,0.0521,0,0
p36055,0.0325,0.1325,0.0849,0.0734,0,0
p36057,0.0444,0.1618,0.1016,0.0891,0,0
p36059,0.091,0.4538,0.2999,0.2751,0,0
p36061,0.096,0.478,0.316,0.29,0,0
p36063,0.035,0.1466,0.0952,0.0838,0,0
p36065,0.0293,0.1096,0.0688,0.0579,0,0
p36067,0.021,0.0839,0.0525,0.0424,0,0
p36069,0.0302,0.1246,0.0794,0.0682,0,0
p36071,0.0651,0.3224,0.2146,0.1942,0,0
p36073,0.034,0.1391,0.0897,0.0784,0,0
p36075,0.0249,0.0965,0.0606,0.05,0,0
p36077,0.0375,0.1535,0.0979,0.085,0,0
p36079,0.0685,0.3253,0.2158,0.1945,0,0
p36081,0.1028,0.5135,0.3373,0.3103,0,0
p36083,0.0527,0.1919,0.1225,0.1078,0,0
p36085,0.1067,0.5333,0.3497,0.322,0,0
p36087,0.079,0.3925,0.262,0.239,0,0
p36089,0.0487,0.1065,0.0609,0.0537,0,0
p36091,0.0465,0.1384,0.0858,0.0747,0,0
p36093,0.047,0.1698,0.107,0.094,0,0
p36095,0.0454,0.1808,0.115,0.1012,0,0
p36097,0.0289,0.1294,0.0831,0.0713,0,0
p36099,0.0263,0.1088,0.0689,0.0578,0,0
p36101,0.0289,0.1398,0.0909,0.0789,0,0
p36103,0.0675,0.3145,0.2078,0.1873,0,0
p36105,0.0439,0.2206,0.1448,0.1285,0,0
p36107,0.0273,0.1355,0.0873,0.0749,0,0
p36109,0.0278,0.1204,0.0769,0.0654,0,0
p36111,0.0532,0.251,0.1652,0.1473,0,0
p36113,0.0513,0.1112,0.0635,0.0561,0,0
p36115,0.0494,0.1257,0.0747,0.0655,0,0
p36117,0.0273,0.1098,0.0695,0.0585,0,0
p36119,0.0806,0.3963,0.2632,0.2399,0,0
p36121,0.0307,0.1413,0.0923,0.0803,0,0
p36123,0.0293,0.1233,0.0787,0.0673,0,0
p37001,0.0061,-0.0014,-0.0092,-0.0063,0,0
p37003,0.0034,-0.014,-0.0168,-0.01,0,0
p37005,0.004,-0.007,-0.0133,-0.01,0,0
p37007,0.0058,-0.0168,-0.0185,-0.0102,0,0
p37009,0.0051,-0.0076,-0.0134,-0.0093,0,0
p37011,0.007,-0.0095,-0.0145,-0.009,0,0
p37013,0.0159,0.0349,0.0187,0.0181,0,0
p37015,0.0143,0.0419,0.0241,0.022,0,0
p37017,0.0207,-0.0107,-0.016,-0.0108,0,0
p37019,0.0296,-0.0142,-0.019,-0.0133,0,0
p37021,0.0114,-0.0089,-0.0142,-0.009,0,0
p37023,0.0054,-0.0142,-0.0172,-0.0105,0,0
p37025,0.001,-0.019,-0.0198,-0.01,0,0
p37027,0.0052,-0.0132,-0.0164,-0.01,0,0
p37029,0.0148,0.0737,0.048,0.0427,0,0
p37031,0.0187,0.0264,0.0122,0.0127,0,0
p37033,0.0048,0.001,-0.0082,-0.007,0,0
p37035,0.0024,-0.0171,-0.0189,-0.0104,0,0
p37037,0.0078,-0.0035,-0.0103,-0.0062,0,0
p37039,0.0165,-0.001,-0.0102,-0.008,0,0
p37041,0.0158,0.0513,0.031,0.0288,0,0
p37043,0.0183,-0.001,-0.0107,-0.008,0,0
p37045,0.0041,-0.017,-0.0187,-0.0103,0,0
p37047,0.0268,-0.0142,-0.0189,-0.0131,0,0
p37049,0.0148,0.0157,0.0044,0.0056,0,0
p37051,0.0146,-0.0084,-0.014,-0.0092,0,0
p37053,0.016,0.0797,0.0521,0.0468,0,0
p37055,0.0171,0.0583,0.0365,0.0331,0,0
p37057,0.0042,-0.0126,-0.0163,-0.01,0,0
p37059,0.0032,-0.0134,-0.0168,-0.01,0,0
p37061,0.0166,0.0053,-0.0035,-0.0007,0,0
p37063,0.0074,0.0044,-0.0049,-0.0027,0,0
p37065,0.0106,0.0184,0.0067,0.0068,0,0
p37067,0.0041,-0.0092,-0.0147,-0.01,0,0
p37069,0.0087,0.0121,0.0012,0.0021,0,0
p37071,0.0007,-0.0194,-0.02,-0.01,0,0
p37073,0.011,0.0569,0.0356,0.0319,0,0
p37075,0.014,-0.0025,-0.0107,-0.008,0,0
p37077,0.007,0.0085,-0.0021,-0.0011,0,0
p37079,0.0125,0.014,0.003,0.0043,0,0
p37081,0.0051,-0.0064,-0.0132,-0.0095,0,0
p37083,0.0093,0.0216,0.0088,0.0083,0,0
p37085,0.0111,-0.0021,-0.0089,-0.0049,0,0
p37087,0.012,-0.0057,-0.0122,-0.0085,0,0
p37089,0.012,-0.0101,-0.0151,-0.0094,0,0
p37091,0.0101,0.0523,0.032,0.0284,0,0
p37093,0.0131,-0.0114,-0.0159,-0.0101,0,0
p37095,0.0177,0.0489,0.0293,0.0274,0,0
p37097,0.0024,-0.0157,-0.0178,-0.01,0,0
p37099,0.0159,-0.0053,-0.0126,-0.0086,0,0
p37101,0.0114,0.0069,-0.0025,-0.0001,0,0
p37103,0.0158,0.0119,0.0018,0.0035,0,0
p37105,0.0094,-0.007,-0.0126,-0.008,0,0
p37107,0.0141,0.0112,0.0008,0.0029,0,0
p37109,0.002,-0.0187,-0.0195,-0.01,0,0
p37111,0.008,-0.0118,-0.016,-0.0098,0,0
p37113,0.0173,-0.0032,-0.0118,-0.008,0,0
p37115,0.0074,-0.0061,-0.0121,-0.008,0,0
p37117,0.0137,0.0325,0.0171,0.0161,0,0
p37119,0.0001,-0.0199,-0.02,-0.01,0,0
p37121,0.0074,-0.0086,-0.014,-0.0088,0,0
p37123,0.0058,-0.0143,-0.0171,-0.01,0,0
p37125,0.0087,-0.0112,-0.0154,-0.0097,0,0
p37127,0.0098,0.014,0.0028,0.0038,0,0
p37129,0.0248,-0.004,-0.0112,-0.0068,0,0
p37131,0.0093,0.0457,0.0268,0.0241,0,0
p37133,0.0179,0.0085,-0.0012,0.0013,0,0
p37135,0.0064,0.002,-0.0067,-0.0044,0,0
p37137,0.017,0.0301,0.0151,0.015,0,0
p37139,0.0153,0.059,0.037,0.0338,0,0
p37141,0.0206,0.0014,-0.0067,-0.003,0,0
p37143,0.0157,0.0548,0.034,0.0308,0,0
p37145,0.0054,0.0047,-0.0054,-0.0043,0,0
p37147,0.0122,0.0176,0.0061,0.0065,0,0
p37149,0.01,-0.0125,-0.0165,-0.01,0,0
p37151,0.0058,-0.011,-0.0153,-0.0098,0,0
p37153,0.0092,-0.0143,-0.0173,-0.0102,0,0
p37155,0.0193,-0.0132,-0.0176,-0.0115,0,0
p37157,0.0036,-0.0028,-0.0114,-0.0097,0,0
p37159,0.0023,-0.0167,-0.0184,-0.01,0,0
p37161,0.0079,-0.0139,-0.0172,-0.01,0,0
p37163,0.0155,0.0015,-0.0064,-0.0027,0,0
p37165,0.0133,-0.0133,-0.0173,-0.0108,0,0
p37167,0.0029,-0.017,-0.0186,-0.01,0,0
p37169,0.0037,-0.0071,-0.0143,-0.0118,0,0
p37171,0.0031,-0.0078,-0.0142,-0.0111,0,0
p37173,0.0127,-0.0035,-0.0111,-0.008,0,0
p37175,0.0145,-0.0072,-0.0137,-0.009,0,0
p37177,0.0168,0.0548,0.0335,0.031,0,0
p37179,0.0022,-0.0191,-0.0197,-0.01,0,0
p37181,0.0076,0.0116,0.0008,0.0014,0,0
p37183,0.0092,0.0055,-0.0036,-0.0013,0,0
p37185,0.008,0.016,0.0041,0.0041,0,0
p37187,0.0164,0.0501,0.03,0.028,0,0
p37189,0.0063,-0.0096,-0.0143,-0.0093,0,0
p37191,0.0131,0.0089,-0.0009,0.0012,0,0
p37193,0.004,-0.0101,-0.015,-0.01,0,0
p37195,0.0111,0.0126,0.002,0.0033,0,0
p37197,0.0038,-0.0108,-0.0155,-0.0105,0,0
p37199,0.0084,-0.0084,-0.0138,-0.0086,0,0
p38001,-0.0117,0.0216,0.0088,0.0086,0,0
p38003,-0.0066,0.04,0.022,0.0205,0,0
p38005,-0.0089,0.036,0.0187,0.0178,0,0
p38007,-0.0102,0.0211,0.0085,0.0082,0,0
p38009,-0.009,0.0305,0.0147,0.0141,0,0
p38011,-0.0119,0.0128,0.0035,0.0033,0,0
p38013,-0.0097,0.0242,0.0105,0.01,0,0
p38015,-0.01,0.0392,0.0195,0.0195,0,0
p38017,-0.0044,0.0455,0.0271,0.0244,0,0
p38019,-0.0073,0.0368,0.0203,0.0186,0,0
p38021,-0.007,0.0371,0.0197,0.0185,0,0
p38023,-0.0085,0.0223,0.0096,0.0086,0,0
p38025,-0.0101,0.0285,0.0131,0.0128,0,0
p38027,-0.0085,0.0375,0.0196,0.0186,0,0
p38029,-0.01,0.0365,0.018,0.0179,0,0
p38031,-0.0084,0.0378,0.0198,0.0188,0,0
p38033,-0.0103,0.017,0.006,0.0057,0,0
p38035,-0.0055,0.0428,0.0247,0.0225,0,0
p38037,-0.0102,0.0341,0.0165,0.0163,0,0
p38039,-0.0072,0.0397,0.0219,0.0203,0,0
p38041,-0.011,0.0266,0.0119,0.0117,0,0
p38043,-0.01,0.0375,0.0186,0.0184,0,0
p38045,-0.0074,0.0381,0.0205,0.0193,0,0
p38047,-0.0094,0.0361,0.0179,0.0175,0,0
p38049,-0.0094,0.0328,0.0159,0.0154,0,0
p38051,-0.009,0.0344,0.017,0.0165,0,0
p38053,-0.0098,0.0222,0.0091,0.0087,0,0
p38055,-0.01,0.0351,0.0171,0.0169,0,0
p38057,-0.01,0.0349,0.0169,0.0168,0,0
p38059,-0.01,0.0381,0.0188,0.0188,0,0
p38061,-0.01,0.0274,0.0125,0.012,0,0
p38063,-0.0068,0.0401,0.0221,0.0206,0,0
p38065,-0.01,0.0379,0.0188,0.0188,0,0
p38067,-0.0054,0.042,0.0242,0.0221,0,0
p38069,-0.009,0.035,0.0177,0.017,0,0
p38071,-0.008,0.0367,0.0198,0.0184,0,0
p38073,-0.0052,0.042,0.024,0.0222,0,0
p38075,-0.0091,0.0278,0.0127,0.0123,0,0
p38077,-0.0022,0.051,0.0316,0.0283,0,0
p38079,-0.0088,0.034,0.0178,0.0167,0,0
p38081,-0.0047,0.0425,0.0244,0.0223,0,0
p38083,-0.01,0.0367,0.0181,0.0179,0,0
p38085,-0.0102,0.0342,0.0166,0.0165,0,0
p38087,-0.011,0.0164,0.0057,0.0054,0,0
p38089,-0.0106,0.0275,0.0125,0.0121,0,0
p38091,-0.0058,0.042,0.024,0.0219,0,0
p38093,-0.0086,0.0378,0.0196,0.0188,0,0
p38095,-0.0081,0.035,0.0187,0.0173,0,0
p38097,-0.0045,0.0453,0.0267,0.0243,0,0
p38099,-0.0059,0.0417,0.0237,0.0218,0,0
p38101,-0.01,0.0311,0.0148,0.0144,0,0
p38103,-0.0093,0.0366,0.0186,0.0179,0,0
p38105,-0.0092,0.0227,0.0096,0.0089,0,0
p39001,0.0003,-0.0017,-0.0069,-0.0069,0,0
p39003,0.0132,0.055,0.0327,0.0288,0,0
p39005,0.0126,0.0603,0.038,0.0334,0,0
p39007,0.0115,0.0636,0.0421,0.0356,0,0
p39009,0.0027,0.0161,0.0066,0.0056,0,0
p39011,0.0116,0.0436,0.0243,0.0211,0,0
p39013,0.0052,0.0255,0.0132,0.0111,0,0
p39015,-0.0025,-0.0062,-0.0103,-0.0107,0,0
